userID,FirstName,MiddleName,LastName,FullResidentialAddress,City,Province,PostalCode,LastDonationDate,LastDonationReceiptableAmount
M0261,Alex261,,Taylor261,361 Legacy Avenue,Esquimalt,BC,V8V1B3,2025-10-15,45.00
M0262,Alex262,,Taylor262,362 Legacy Avenue,Saanich,BC,V8V2C6,2025-11-15,55.00
M0263,Alex263,,Taylor263,363 Legacy Avenue,Langford,BC,V8V3D9,2025-12-15,65.00
M0264,Alex264,,Taylor264,364 Legacy Avenue,Victoria,BC,V8V4E2,2025-01-15,75.00
M0265,Alex265,,Taylor265,365 Legacy Avenue,Esquimalt,BC,V8V5F5,2025-02-15,85.00
M0266,Alex266,,Taylor266,366 Legacy Avenue,Saanich,BC,V8V6G8,2025-03-15,25.00
M0267,Alex267,,Taylor267,367 Legacy Avenue,Langford,BC,V8V7H1,2025-04-15,35.00
M0268,Alex268,,Taylor268,368 Legacy Avenue,Victoria,BC,V8V8I4,2025-05-15,45.00
M0269,Alex269,,Taylor269,369 Legacy Avenue,Esquimalt,BC,V8V9J7,2025-06-15,55.00
M0270,Alex270,,Taylor270,370 Legacy Avenue,Saanich,BC,V8V0K0,2025-07-15,65.00
M0271,Alex271,,Taylor271,371 Legacy Avenue,Langford,BC,V8V1L3,2025-08-15,75.00
M0272,Alex272,,Taylor272,372 Legacy Avenue,Victoria,BC,V8V2M6,2025-09-15,85.00
M0273,Alex273,,Taylor273,373 Legacy Avenue,Esquimalt,BC,V8V3N9,2025-10-15,25.00
M0274,Alex274,,Taylor274,374 Legacy Avenue,Saanich,BC,V8V4O2,2025-11-15,35.00
M0275,Alex275,,Taylor275,375 Legacy Avenue,Langford,BC,V8V5P5,2025-12-15,45.00
M0276,Alex276,,Taylor276,376 Legacy Avenue,Victoria,BC,V8V6Q8,2025-01-15,55.00
M0277,Alex277,,Taylor277,377 Legacy Avenue,Esquimalt,BC,V8V7R1,2025-02-15,65.00
M0278,Alex278,,Taylor278,378 Legacy Avenue,Saanich,BC,V8V8S4,2025-03-15,75.00
M0279,Alex279,,Taylor279,379 Legacy Avenue,Langford,BC,V8V9T7,2025-04-15,85.00
M0280,Alex280,,Taylor280,380 Legacy Avenue,Victoria,BC,V8V0U0,2025-05-15,25.00
M0281,Alex281,,Taylor281,381 Legacy Avenue,Esquimalt,BC,V8V1V3,2025-06-15,35.00
M0282,Alex282,,Taylor282,382 Legacy Avenue,Saanich,BC,V8V2W6,2025-07-15,45.00
M0283,Alex283,,Taylor283,383 Legacy Avenue,Langford,BC,V8V3X9,2025-08-15,55.00
M0284,Alex284,,Taylor284,384 Legacy Avenue,Victoria,BC,V8V4Y2,2025-09-15,65.00
M0285,Alex285,,Taylor285,385 Legacy Avenue,Esquimalt,BC,V8V5Z5,2025-10-15,75.00
M0286,Alex286,,Taylor286,386 Legacy Avenue,Saanich,BC,V8V6A8,2025-11-15,85.00
M0287,Alex287,,Taylor287,387 Legacy Avenue,Langford,BC,V8V7B1,2025-12-15,25.00
M0288,Alex288,,Taylor288,388 Legacy Avenue,Victoria,BC,V8V8C4,2025-01-15,35.00
M0289,Alex289,,Taylor289,389 Legacy Avenue,Esquimalt,BC,V8V9D7,2025-02-15,45.00
M0290,Alex290,,Taylor290,390 Legacy Avenue,Saanich,BC,V8V0E0,2025-03-15,55.00
M0291,Alex291,,Taylor291,391 Legacy Avenue,Langford,BC,V8V1F3,2025-04-15,65.00
M0292,Alex292,,Taylor292,392 Legacy Avenue,Victoria,BC,V8V2G6,2025-05-15,75.00
M0293,Alex293,,Taylor293,393 Legacy Avenue,Esquimalt,BC,V8V3H9,2025-06-15,85.00
M0294,Alex294,,Taylor294,394 Legacy Avenue,Saanich,BC,V8V4I2,2025-07-15,25.00
M0295,Alex295,,Taylor295,395 Legacy Avenue,Langford,BC,V8V5J5,2025-08-15,35.00
M0296,Alex296,,Taylor296,396 Legacy Avenue,Victoria,BC,V8V6K8,2025-09-15,45.00
M0297,Alex297,,Taylor297,397 Legacy Avenue,Esquimalt,BC,V8V7L1,2025-10-15,55.00
M0298,Alex298,,Taylor298,398 Legacy Avenue,Saanich,BC,V8V8M4,2025-11-15,65.00
M0299,Alex299,,Taylor299,399 Legacy Avenue,Langford,BC,V8V9N7,2025-12-15,75.00
M0300,Alex300,,Taylor300,400 Legacy Avenue,Victoria,BC,V8V0O0,2025-01-15,85.00
M0301,Alex301,,Taylor301,401 Legacy Avenue,Esquimalt,BC,V8V1P3,2025-02-15,25.00
M0302,Alex302,,Taylor302,402 Legacy Avenue,Saanich,BC,V8V2Q6,2025-03-15,35.00
M0303,Alex303,,Taylor303,403 Legacy Avenue,Langford,BC,V8V3R9,2025-04-15,45.00
M0304,Alex304,,Taylor304,404 Legacy Avenue,Victoria,BC,V8V4S2,2025-05-15,55.00
M0305,Alex305,,Taylor305,405 Legacy Avenue,Esquimalt,BC,V8V5T5,2025-06-15,65.00
M0306,Alex306,,Taylor306,406 Legacy Avenue,Saanich,BC,V8V6U8,2025-07-15,75.00
M0307,Alex307,,Taylor307,407 Legacy Avenue,Langford,BC,V8V7V1,2025-08-15,85.00
M0308,Alex308,,Taylor308,408 Legacy Avenue,Victoria,BC,V8V8W4,2025-09-15,25.00
M0309,Alex309,,Taylor309,409 Legacy Avenue,Esquimalt,BC,V8V9X7,2025-10-15,35.00
M0310,Alex310,,Taylor310,410 Legacy Avenue,Saanich,BC,V8V0Y0,2025-11-15,45.00
M0311,Alex311,,Taylor311,411 Legacy Avenue,Langford,BC,V8V1Z3,2025-12-15,55.00
M0312,Alex312,,Taylor312,412 Legacy Avenue,Victoria,BC,V8V2A6,2025-01-15,65.00
M0313,Alex313,,Taylor313,413 Legacy Avenue,Esquimalt,BC,V8V3B9,2025-02-15,75.00
M0314,Alex314,,Taylor314,414 Legacy Avenue,Saanich,BC,V8V4C2,2025-03-15,85.00
M0315,Alex315,,Taylor315,415 Legacy Avenue,Langford,BC,V8V5D5,2025-04-15,25.00
M0316,Alex316,,Taylor316,416 Legacy Avenue,Victoria,BC,V8V6E8,2025-05-15,35.00
M0317,Alex317,,Taylor317,417 Legacy Avenue,Esquimalt,BC,V8V7F1,2025-06-15,45.00
M0318,Alex318,,Taylor318,418 Legacy Avenue,Saanich,BC,V8V8G4,2025-07-15,55.00
M0319,Alex319,,Taylor319,419 Legacy Avenue,Langford,BC,V8V9H7,2025-08-15,65.00
M0320,Alex320,,Taylor320,420 Legacy Avenue,Victoria,BC,V8V0I0,2025-09-15,75.00
M0321,Alex321,,Taylor321,421 Legacy Avenue,Esquimalt,BC,V8V1J3,2025-10-15,85.00
M0322,Alex322,,Taylor322,422 Legacy Avenue,Saanich,BC,V8V2K6,2025-11-15,25.00
M0323,Alex323,,Taylor323,423 Legacy Avenue,Langford,BC,V8V3L9,2025-12-15,35.00
M0324,Alex324,,Taylor324,424 Legacy Avenue,Victoria,BC,V8V4M2,2025-01-15,45.00
M0325,Alex325,,Taylor325,425 Legacy Avenue,Esquimalt,BC,V8V5N5,2025-02-15,55.00
M0326,Alex326,,Taylor326,426 Legacy Avenue,Saanich,BC,V8V6O8,2025-03-15,65.00
M0327,Alex327,,Taylor327,427 Legacy Avenue,Langford,BC,V8V7P1,2025-04-15,75.00
M0328,Alex328,,Taylor328,428 Legacy Avenue,Victoria,BC,V8V8Q4,2025-05-15,85.00
M0329,Alex329,,Taylor329,429 Legacy Avenue,Esquimalt,BC,V8V9R7,2025-06-15,25.00
M0330,Alex330,,Taylor330,430 Legacy Avenue,Saanich,BC,V8V0S0,2025-07-15,35.00
M0331,Alex331,,Taylor331,431 Legacy Avenue,Langford,BC,V8V1T3,2025-08-15,45.00
M0332,Alex332,,Taylor332,432 Legacy Avenue,Victoria,BC,V8V2U6,2025-09-15,55.00
M0333,Alex333,,Taylor333,433 Legacy Avenue,Esquimalt,BC,V8V3V9,2025-10-15,65.00
M0334,Alex334,,Taylor334,434 Legacy Avenue,Saanich,BC,V8V4W2,2025-11-15,75.00
M0335,Alex335,,Taylor335,435 Legacy Avenue,Langford,BC,V8V5X5,2025-12-15,85.00
M0336,Alex336,,Taylor336,436 Legacy Avenue,Victoria,BC,V8V6Y8,2025-01-15,25.00
M0337,Alex337,,Taylor337,437 Legacy Avenue,Esquimalt,BC,V8V7Z1,2025-02-15,35.00
M0338,Alex338,,Taylor338,438 Legacy Avenue,Saanich,BC,V8V8A4,2025-03-15,45.00
M0339,Alex339,,Taylor339,439 Legacy Avenue,Langford,BC,V8V9B7,2025-04-15,55.00
M0340,Alex340,,Taylor340,440 Legacy Avenue,Victoria,BC,V8V0C0,2025-05-15,65.00
M0341,Alex341,,Taylor341,441 Legacy Avenue,Esquimalt,BC,V8V1D3,2025-06-15,75.00
M0342,Alex342,,Taylor342,442 Legacy Avenue,Saanich,BC,V8V2E6,2025-07-15,85.00
M0343,Alex343,,Taylor343,443 Legacy Avenue,Langford,BC,V8V3F9,2025-08-15,25.00
M0344,Alex344,,Taylor344,444 Legacy Avenue,Victoria,BC,V8V4G2,2025-09-15,35.00
M0345,Alex345,,Taylor345,445 Legacy Avenue,Esquimalt,BC,V8V5H5,2025-10-15,45.00
M0346,Alex346,,Taylor346,446 Legacy Avenue,Saanich,BC,V8V6I8,2025-11-15,55.00
M0347,Alex347,,Taylor347,447 Legacy Avenue,Langford,BC,V8V7J1,2025-12-15,65.00
M0348,Alex348,,Taylor348,448 Legacy Avenue,Victoria,BC,V8V8K4,2025-01-15,75.00
M0349,Alex349,,Taylor349,449 Legacy Avenue,Esquimalt,BC,V8V9L7,2025-02-15,85.00
M0350,Alex350,,Taylor350,450 Legacy Avenue,Saanich,BC,V8V0M0,2025-03-15,25.00
M0351,Alex351,,Taylor351,451 Legacy Avenue,Langford,BC,V8V1N3,2025-04-15,35.00
M0352,Alex352,,Taylor352,452 Legacy Avenue,Victoria,BC,V8V2O6,2025-05-15,45.00
M0353,Alex353,,Taylor353,453 Legacy Avenue,Esquimalt,BC,V8V3P9,2025-06-15,55.00
M0354,Alex354,,Taylor354,454 Legacy Avenue,Saanich,BC,V8V4Q2,2025-07-15,65.00
M0355,Alex355,,Taylor355,455 Legacy Avenue,Langford,BC,V8V5R5,2025-08-15,75.00
M0356,Alex356,,Taylor356,456 Legacy Avenue,Victoria,BC,V8V6S8,2025-09-15,85.00
M0357,Alex357,,Taylor357,457 Legacy Avenue,Esquimalt,BC,V8V7T1,2025-10-15,25.00
M0358,Alex358,,Taylor358,458 Legacy Avenue,Saanich,BC,V8V8U4,2025-11-15,35.00
M0359,Alex359,,Taylor359,459 Legacy Avenue,Langford,BC,V8V9V7,2025-12-15,45.00
M0360,Alex360,,Taylor360,460 Legacy Avenue,Victoria,BC,V8V0W0,2025-01-15,55.00
M0361,Alex361,,Taylor361,461 Legacy Avenue,Esquimalt,BC,V8V1X3,2025-02-15,65.00
M0362,Alex362,,Taylor362,462 Legacy Avenue,Saanich,BC,V8V2Y6,2025-03-15,75.00
M0363,Alex363,,Taylor363,463 Legacy Avenue,Langford,BC,V8V3Z9,2025-04-15,85.00
M0364,Alex364,,Taylor364,464 Legacy Avenue,Victoria,BC,V8V4A2,2025-05-15,25.00
M0365,Alex365,,Taylor365,465 Legacy Avenue,Esquimalt,BC,V8V5B5,2025-06-15,35.00
M0366,Alex366,,Taylor366,466 Legacy Avenue,Saanich,BC,V8V6C8,2025-07-15,45.00
M0367,Alex367,,Taylor367,467 Legacy Avenue,Langford,BC,V8V7D1,2025-08-15,55.00
M0368,Alex368,,Taylor368,468 Legacy Avenue,Victoria,BC,V8V8E4,2025-09-15,65.00
M0369,Alex369,,Taylor369,469 Legacy Avenue,Esquimalt,BC,V8V9F7,2025-10-15,75.00
M0370,Alex370,,Taylor370,470 Legacy Avenue,Saanich,BC,V8V0G0,2025-11-15,85.00
M0371,Alex371,,Taylor371,471 Legacy Avenue,Langford,BC,V8V1H3,2025-12-15,25.00
M0372,Alex372,,Taylor372,472 Legacy Avenue,Victoria,BC,V8V2I6,2025-01-15,35.00
M0373,Alex373,,Taylor373,473 Legacy Avenue,Esquimalt,BC,V8V3J9,2025-02-15,45.00
M0374,Alex374,,Taylor374,474 Legacy Avenue,Saanich,BC,V8V4K2,2025-03-15,55.00
M0375,Alex375,,Taylor375,475 Legacy Avenue,Langford,BC,V8V5L5,2025-04-15,65.00
M0376,Alex376,,Taylor376,476 Legacy Avenue,Victoria,BC,V8V6M8,2025-05-15,75.00
M0377,Alex377,,Taylor377,477 Legacy Avenue,Esquimalt,BC,V8V7N1,2025-06-15,85.00
M0378,Alex378,,Taylor378,478 Legacy Avenue,Saanich,BC,V8V8O4,2025-07-15,25.00
M0379,Alex379,,Taylor379,479 Legacy Avenue,Langford,BC,V8V9P7,2025-08-15,35.00
M0380,Alex380,,Taylor380,480 Legacy Avenue,Victoria,BC,V8V0Q0,2025-09-15,45.00
M0381,Alex381,,Taylor381,481 Legacy Avenue,Esquimalt,BC,V8V1R3,2025-10-15,55.00
M0382,Alex382,,Taylor382,482 Legacy Avenue,Saanich,BC,V8V2S6,2025-11-15,65.00
M0383,Alex383,,Taylor383,483 Legacy Avenue,Langford,BC,V8V3T9,2025-12-15,75.00
M0384,Alex384,,Taylor384,484 Legacy Avenue,Victoria,BC,V8V4U2,2025-01-15,85.00
M0385,Alex385,,Taylor385,485 Legacy Avenue,Esquimalt,BC,V8V5V5,2025-02-15,25.00
M0386,Alex386,,Taylor386,486 Legacy Avenue,Saanich,BC,V8V6W8,2025-03-15,35.00
M0387,Alex387,,Taylor387,487 Legacy Avenue,Langford,BC,V8V7X1,2025-04-15,45.00
M0388,Alex388,,Taylor388,488 Legacy Avenue,Victoria,BC,V8V8Y4,2025-05-15,55.00
M0389,Alex389,,Taylor389,489 Legacy Avenue,Esquimalt,BC,V8V9Z7,2025-06-15,65.00
M0390,Alex390,,Taylor390,490 Legacy Avenue,Saanich,BC,V8V0A0,2025-07-15,75.00
M0391,Alex391,,Taylor391,491 Legacy Avenue,Langford,BC,V8V1B3,2025-08-15,85.00
M0392,Alex392,,Taylor392,492 Legacy Avenue,Victoria,BC,V8V2C6,2025-09-15,25.00
M0393,Alex393,,Taylor393,493 Legacy Avenue,Esquimalt,BC,V8V3D9,2025-10-15,35.00
M0394,Alex394,,Taylor394,494 Legacy Avenue,Saanich,BC,V8V4E2,2025-11-15,45.00
M0395,Alex395,,Taylor395,495 Legacy Avenue,Langford,BC,V8V5F5,2025-12-15,55.00
M0396,Alex396,,Taylor396,496 Legacy Avenue,Victoria,BC,V8V6G8,2025-01-15,65.00
M0397,Alex397,,Taylor397,497 Legacy Avenue,Esquimalt,BC,V8V7H1,2025-02-15,75.00
M0398,Alex398,,Taylor398,498 Legacy Avenue,Saanich,BC,V8V8I4,2025-03-15,85.00
M0399,Alex399,,Taylor399,499 Legacy Avenue,Langford,BC,V8V9J7,2025-04-15,25.00
M0400,Alex400,,Taylor400,500 Legacy Avenue,Victoria,BC,V8V0K0,2025-05-15,35.00
M0401,Alex401,,Taylor401,501 Legacy Avenue,Esquimalt,BC,V8V1L3,2025-06-15,45.00
M0402,Alex402,,Taylor402,502 Legacy Avenue,Saanich,BC,V8V2M6,2025-07-15,55.00
M0403,Alex403,,Taylor403,503 Legacy Avenue,Langford,BC,V8V3N9,2025-08-15,65.00
M0404,Alex404,,Taylor404,504 Legacy Avenue,Victoria,BC,V8V4O2,2025-09-15,75.00
M0405,Alex405,,Taylor405,505 Legacy Avenue,Esquimalt,BC,V8V5P5,2025-10-15,85.00
M0406,Alex406,,Taylor406,506 Legacy Avenue,Saanich,BC,V8V6Q8,2025-11-15,25.00
M0407,Alex407,,Taylor407,507 Legacy Avenue,Langford,BC,V8V7R1,2025-12-15,35.00
M0408,Alex408,,Taylor408,508 Legacy Avenue,Victoria,BC,V8V8S4,2025-01-15,45.00
M0409,Alex409,,Taylor409,509 Legacy Avenue,Esquimalt,BC,V8V9T7,2025-02-15,55.00
M0410,Alex410,,Taylor410,510 Legacy Avenue,Saanich,BC,V8V0U0,2025-03-15,65.00
M0411,Alex411,,Taylor411,511 Legacy Avenue,Langford,BC,V8V1V3,2025-04-15,75.00
M0412,Alex412,,Taylor412,512 Legacy Avenue,Victoria,BC,V8V2W6,2025-05-15,85.00
M0413,Alex413,,Taylor413,513 Legacy Avenue,Esquimalt,BC,V8V3X9,2025-06-15,25.00
M0414,Alex414,,Taylor414,514 Legacy Avenue,Saanich,BC,V8V4Y2,2025-07-15,35.00
M0415,Alex415,,Taylor415,515 Legacy Avenue,Langford,BC,V8V5Z5,2025-08-15,45.00
M0416,Alex416,,Taylor416,516 Legacy Avenue,Victoria,BC,V8V6A8,2025-09-15,55.00
M0417,Alex417,,Taylor417,517 Legacy Avenue,Esquimalt,BC,V8V7B1,2025-10-15,65.00
M0418,Alex418,,Taylor418,518 Legacy Avenue,Saanich,BC,V8V8C4,2025-11-15,75.00
M0419,Alex419,,Taylor419,519 Legacy Avenue,Langford,BC,V8V9D7,2025-12-15,85.00
M0420,Alex420,,Taylor420,520 Legacy Avenue,Victoria,BC,V8V0E0,2025-01-15,25.00
M0421,Alex421,,Taylor421,521 Legacy Avenue,Esquimalt,BC,V8V1F3,2025-02-15,35.00
M0422,Alex422,,Taylor422,522 Legacy Avenue,Saanich,BC,V8V2G6,2025-03-15,45.00
M0423,Alex423,,Taylor423,523 Legacy Avenue,Langford,BC,V8V3H9,2025-04-15,55.00
M0424,Alex424,,Taylor424,524 Legacy Avenue,Victoria,BC,V8V4I2,2025-05-15,65.00
M0425,Alex425,,Taylor425,525 Legacy Avenue,Esquimalt,BC,V8V5J5,2025-06-15,75.00
M0426,Alex426,,Taylor426,526 Legacy Avenue,Saanich,BC,V8V6K8,2025-07-15,85.00
M0427,Alex427,,Taylor427,527 Legacy Avenue,Langford,BC,V8V7L1,2025-08-15,25.00
M0428,Alex428,,Taylor428,528 Legacy Avenue,Victoria,BC,V8V8M4,2025-09-15,35.00
M0429,Alex429,,Taylor429,529 Legacy Avenue,Esquimalt,BC,V8V9N7,2025-10-15,45.00
M0430,Alex430,,Taylor430,530 Legacy Avenue,Saanich,BC,V8V0O0,2025-11-15,55.00
M0431,Alex431,,Taylor431,531 Legacy Avenue,Langford,BC,V8V1P3,2025-12-15,65.00
M0432,Alex432,,Taylor432,532 Legacy Avenue,Victoria,BC,V8V2Q6,2025-01-15,75.00
M0433,Alex433,,Taylor433,533 Legacy Avenue,Esquimalt,BC,V8V3R9,2025-02-15,85.00
M0434,Alex434,,Taylor434,534 Legacy Avenue,Saanich,BC,V8V4S2,2025-03-15,25.00
M0435,Alex435,,Taylor435,535 Legacy Avenue,Langford,BC,V8V5T5,2025-04-15,35.00
M0436,Alex436,,Taylor436,536 Legacy Avenue,Victoria,BC,V8V6U8,2025-05-15,45.00
M0437,Alex437,,Taylor437,537 Legacy Avenue,Esquimalt,BC,V8V7V1,2025-06-15,55.00
M0438,Alex438,,Taylor438,538 Legacy Avenue,Saanich,BC,V8V8W4,2025-07-15,65.00
M0439,Alex439,,Taylor439,539 Legacy Avenue,Langford,BC,V8V9X7,2025-08-15,75.00
M0440,Alex440,,Taylor440,540 Legacy Avenue,Victoria,BC,V8V0Y0,2025-09-15,85.00
M0441,Alex441,,Taylor441,541 Legacy Avenue,Esquimalt,BC,V8V1Z3,2025-10-15,25.00
M0442,Alex442,,Taylor442,542 Legacy Avenue,Saanich,BC,V8V2A6,2025-11-15,35.00
M0443,Alex443,,Taylor443,543 Legacy Avenue,Langford,BC,V8V3B9,2025-12-15,45.00
M0444,Alex444,,Taylor444,544 Legacy Avenue,Victoria,BC,V8V4C2,2025-01-15,55.00
M0445,Alex445,,Taylor445,545 Legacy Avenue,Esquimalt,BC,V8V5D5,2025-02-15,65.00
M0446,Alex446,,Taylor446,546 Legacy Avenue,Saanich,BC,V8V6E8,2025-03-15,75.00
M0447,Alex447,,Taylor447,547 Legacy Avenue,Langford,BC,V8V7F1,2025-04-15,85.00
M0448,Alex448,,Taylor448,548 Legacy Avenue,Victoria,BC,V8V8G4,2025-05-15,25.00
M0449,Alex449,,Taylor449,549 Legacy Avenue,Esquimalt,BC,V8V9H7,2025-06-15,35.00
M0450,Alex450,,Taylor450,550 Legacy Avenue,Saanich,BC,V8V0I0,2025-07-15,45.00
M0451,Alex451,,Taylor451,551 Legacy Avenue,Langford,BC,V8V1J3,2025-08-15,55.00
M0452,Alex452,,Taylor452,552 Legacy Avenue,Victoria,BC,V8V2K6,2025-09-15,65.00
M0453,Alex453,,Taylor453,553 Legacy Avenue,Esquimalt,BC,V8V3L9,2025-10-15,75.00
M0454,Alex454,,Taylor454,554 Legacy Avenue,Saanich,BC,V8V4M2,2025-11-15,85.00
M0455,Alex455,,Taylor455,555 Legacy Avenue,Langford,BC,V8V5N5,2025-12-15,25.00
M0456,Alex456,,Taylor456,556 Legacy Avenue,Victoria,BC,V8V6O8,2025-01-15,35.00
M0457,Alex457,,Taylor457,557 Legacy Avenue,Esquimalt,BC,V8V7P1,2025-02-15,45.00
M0458,Alex458,,Taylor458,558 Legacy Avenue,Saanich,BC,V8V8Q4,2025-03-15,55.00
M0459,Alex459,,Taylor459,559 Legacy Avenue,Langford,BC,V8V9R7,2025-04-15,65.00
M0460,Alex460,,Taylor460,560 Legacy Avenue,Victoria,BC,V8V0S0,2025-05-15,75.00
M0461,Alex461,,Taylor461,561 Legacy Avenue,Esquimalt,BC,V8V1T3,2025-06-15,85.00
M0462,Alex462,,Taylor462,562 Legacy Avenue,Saanich,BC,V8V2U6,2025-07-15,25.00
M0463,Alex463,,Taylor463,563 Legacy Avenue,Langford,BC,V8V3V9,2025-08-15,35.00
M0464,Alex464,,Taylor464,564 Legacy Avenue,Victoria,BC,V8V4W2,2025-09-15,45.00
M0465,Alex465,,Taylor465,565 Legacy Avenue,Esquimalt,BC,V8V5X5,2025-10-15,55.00
M0466,Alex466,,Taylor466,566 Legacy Avenue,Saanich,BC,V8V6Y8,2025-11-15,65.00
M0467,Alex467,,Taylor467,567 Legacy Avenue,Langford,BC,V8V7Z1,2025-12-15,75.00
M0468,Alex468,,Taylor468,568 Legacy Avenue,Victoria,BC,V8V8A4,2025-01-15,85.00
M0469,Alex469,,Taylor469,569 Legacy Avenue,Esquimalt,BC,V8V9B7,2025-02-15,25.00
M0470,Alex470,,Taylor470,570 Legacy Avenue,Saanich,BC,V8V0C0,2025-03-15,35.00
M0471,Alex471,,Taylor471,571 Legacy Avenue,Langford,BC,V8V1D3,2025-04-15,45.00
M0472,Alex472,,Taylor472,572 Legacy Avenue,Victoria,BC,V8V2E6,2025-05-15,55.00
M0473,Alex473,,Taylor473,573 Legacy Avenue,Esquimalt,BC,V8V3F9,2025-06-15,65.00
M0474,Alex474,,Taylor474,574 Legacy Avenue,Saanich,BC,V8V4G2,2025-07-15,75.00
M0475,Alex475,,Taylor475,575 Legacy Avenue,Langford,BC,V8V5H5,2025-08-15,85.00
M0476,Alex476,,Taylor476,576 Legacy Avenue,Victoria,BC,V8V6I8,2025-09-15,25.00
M0477,Alex477,,Taylor477,577 Legacy Avenue,Esquimalt,BC,V8V7J1,2025-10-15,35.00
M0478,Alex478,,Taylor478,578 Legacy Avenue,Saanich,BC,V8V8K4,2025-11-15,45.00
M0479,Alex479,,Taylor479,579 Legacy Avenue,Langford,BC,V8V9L7,2025-12-15,55.00
M0480,Alex480,,Taylor480,580 Legacy Avenue,Victoria,BC,V8V0M0,2025-01-15,65.00
M0481,Alex481,,Taylor481,581 Legacy Avenue,Esquimalt,BC,V8V1N3,2025-02-15,75.00
M0482,Alex482,,Taylor482,582 Legacy Avenue,Saanich,BC,V8V2O6,2025-03-15,85.00
M0483,Alex483,,Taylor483,583 Legacy Avenue,Langford,BC,V8V3P9,2025-04-15,25.00
M0484,Alex484,,Taylor484,584 Legacy Avenue,Victoria,BC,V8V4Q2,2025-05-15,35.00
M0485,Alex485,,Taylor485,585 Legacy Avenue,Esquimalt,BC,V8V5R5,2025-06-15,45.00
M0486,Alex486,,Taylor486,586 Legacy Avenue,Saanich,BC,V8V6S8,2025-07-15,55.00
M0487,Alex487,,Taylor487,587 Legacy Avenue,Langford,BC,V8V7T1,2025-08-15,65.00
M0488,Alex488,,Taylor488,588 Legacy Avenue,Victoria,BC,V8V8U4,2025-09-15,75.00
M0489,Alex489,,Taylor489,589 Legacy Avenue,Esquimalt,BC,V8V9V7,2025-10-15,85.00
M0490,Alex490,,Taylor490,590 Legacy Avenue,Saanich,BC,V8V0W0,2025-11-15,25.00
M0491,Alex491,,Taylor491,591 Legacy Avenue,Langford,BC,V8V1X3,2025-12-15,35.00
M0492,Alex492,,Taylor492,592 Legacy Avenue,Victoria,BC,V8V2Y6,2025-01-15,45.00
M0493,Alex493,,Taylor493,593 Legacy Avenue,Esquimalt,BC,V8V3Z9,2025-02-15,55.00
M0494,Alex494,,Taylor494,594 Legacy Avenue,Saanich,BC,V8V4A2,2025-03-15,65.00
M0495,Alex495,,Taylor495,595 Legacy Avenue,Langford,BC,V8V5B5,2025-04-15,75.00
M0496,Alex496,,Taylor496,596 Legacy Avenue,Victoria,BC,V8V6C8,2025-05-15,85.00
M0497,Alex497,,Taylor497,597 Legacy Avenue,Esquimalt,BC,V8V7D1,2025-06-15,25.00
M0498,Alex498,,Taylor498,598 Legacy Avenue,Saanich,BC,V8V8E4,2025-07-15,35.00
M0499,Alex499,,Taylor499,599 Legacy Avenue,Langford,BC,V8V9F7,2025-08-15,45.00
M0500,Alex500,,Taylor500,600 Legacy Avenue,Victoria,BC,V8V0G0,2025-09-15,55.00
M0501,Alex501,,Taylor501,601 Legacy Avenue,Esquimalt,BC,V8V1H3,2025-10-15,65.00
M0502,Alex502,,Taylor502,602 Legacy Avenue,Saanich,BC,V8V2I6,2025-11-15,75.00
M0503,Alex503,,Taylor503,603 Legacy Avenue,Langford,BC,V8V3J9,2025-12-15,85.00
M0504,Alex504,,Taylor504,604 Legacy Avenue,Victoria,BC,V8V4K2,2025-01-15,25.00
M0505,Alex505,,Taylor505,605 Legacy Avenue,Esquimalt,BC,V8V5L5,2025-02-15,35.00
M0506,Alex506,,Taylor506,606 Legacy Avenue,Saanich,BC,V8V6M8,2025-03-15,45.00
M0507,Alex507,,Taylor507,607 Legacy Avenue,Langford,BC,V8V7N1,2025-04-15,55.00
M0508,Alex508,,Taylor508,608 Legacy Avenue,Victoria,BC,V8V8O4,2025-05-15,65.00
M0509,Alex509,,Taylor509,609 Legacy Avenue,Esquimalt,BC,V8V9P7,2025-06-15,75.00
M0510,Alex510,,Taylor510,610 Legacy Avenue,Saanich,BC,V8V0Q0,2025-07-15,85.00
M0511,Alex511,,Taylor511,611 Legacy Avenue,Langford,BC,V8V1R3,2025-08-15,25.00
M0512,Alex512,,Taylor512,612 Legacy Avenue,Victoria,BC,V8V2S6,2025-09-15,35.00
M0513,Alex513,,Taylor513,613 Legacy Avenue,Esquimalt,BC,V8V3T9,2025-10-15,45.00
M0514,Alex514,,Taylor514,614 Legacy Avenue,Saanich,BC,V8V4U2,2025-11-15,55.00
M0515,Alex515,,Taylor515,615 Legacy Avenue,Langford,BC,V8V5V5,2025-12-15,65.00
M0516,Alex516,,Taylor516,616 Legacy Avenue,Victoria,BC,V8V6W8,2025-01-15,75.00
M0517,Alex517,,Taylor517,617 Legacy Avenue,Esquimalt,BC,V8V7X1,2025-02-15,85.00
M0518,Alex518,,Taylor518,618 Legacy Avenue,Saanich,BC,V8V8Y4,2025-03-15,25.00
M0519,Alex519,,Taylor519,619 Legacy Avenue,Langford,BC,V8V9Z7,2025-04-15,35.00
M0520,Alex520,,Taylor520,620 Legacy Avenue,Victoria,BC,V8V0A0,2025-05-15,45.00
M0521,Alex521,,Taylor521,621 Legacy Avenue,Esquimalt,BC,V8V1B3,2025-06-15,55.00
